Datetime,PM2.5,PM10,CO,NO2,SO2,O3,City,Year,Month,Day,AQI,AQI_Category
2025-06-02,71.04583333333333,108.8,594.125,13.320833333333333,17.545833333333334,122.875,Kolkata,2025,6,2,216.32127192982458,Poor
2025-06-03,52.26666666666667,65.6375,565.625,13.879166666666668,15.495833333333335,116.33333333333333,Kolkata,2025,6,3,169.18078984855302,Moderate
2025-06-04,58.42083333333333,73.325,477.7916666666667,13.854166666666666,15.708333333333334,109.91666666666667,Kolkata,2025,6,4,174.41337719298247,Moderate
2025-06-05,83.39166666666667,99.64166666666667,576.0,19.104166666666668,17.929166666666667,108.625,Kolkata,2025,6,5,221.07675438596493,Poor
2025-06-06,67.92916666666666,78.63333333333334,675.7916666666666,14.854166666666666,15.483333333333334,124.125,Kolkata,2025,6,6,195.20154820812718,Moderate
2025-06-07,77.8125,88.48333333333333,630.75,17.054166666666667,20.425,136.125,Kolkata,2025,6,7,223.59210526315792,Poor
2025-06-08,77.37083333333334,91.7375,509.125,16.345833333333335,15.629166666666668,121.16666666666667,Kolkata,2025,6,8,223.0668287183823,Poor
2025-06-09,76.11666666666666,92.94166666666666,429.4166666666667,14.25,11.441666666666668,109.45833333333333,Kolkata,2025,6,9,221.80701754385964,Poor
2025-06-10,58.15833333333333,71.0,354.1666666666667,13.0625,7.875,81.91666666666667,Kolkata,2025,6,10,176.91666666666666,Moderate
2025-06-11,38.545833333333334,42.225,412.5416666666667,16.35,8.6625,63.75,Kolkata,2025,6,11,130.84266756635176,Moderate
2025-06-12,32.3375,34.4375,397.0,15.620833333333332,8.495833333333334,65.91666666666667,Kolkata,2025,6,12,110.79077635327634,Moderate
2025-06-13,32.266666666666666,34.358333333333334,298.375,14.204166666666666,8.450000000000001,63.625,Kolkata,2025,6,13,109.57845066726645,Moderate
2025-06-14,35.25416666666667,40.0875,330.375,11.629166666666668,8.241666666666665,78.04166666666667,Kolkata,2025,6,14,111.98891325536063,Moderate
2025-06-15,28.104166666666668,29.758333333333336,342.1666666666667,14.495833333333332,8.200000000000001,53.0,Kolkata,2025,6,15,88.14476495726495,Satisfactory
2025-06-16,31.8125,33.13333333333333,358.375,17.1875,9.304166666666667,60.916666666666664,Kolkata,2025,6,16,101.65365871944819,Moderate
2025-06-17,46.94166666666666,47.29583333333333,477.125,21.854166666666668,23.008333333333336,62.0,Kolkata,2025,6,17,156.84022154745838,Moderate
2025-06-18,18.55,19.3,339.7083333333333,9.054166666666667,11.845833333333333,82.08333333333333,Kolkata,2025,6,18,63.9957264957265,Satisfactory
2025-06-19,21.962500000000002,26.900000000000002,296.2083333333333,7.454166666666667,12.179166666666667,90.70833333333333,Kolkata,2025,6,19,71.28739316239317,Satisfactory
2025-06-20,23.8125,26.320833333333336,371.1666666666667,10.200000000000001,11.625,79.54166666666667,Kolkata,2025,6,20,78.88995726495726,Satisfactory
2025-06-21,43.1,52.37083333333334,399.4166666666667,11.108333333333334,15.141666666666666,96.41666666666667,Kolkata,2025,6,21,136.04379404708354,Moderate
2025-06-22,46.520833333333336,52.84583333333333,508.75,11.566666666666668,12.679166666666667,101.08333333333333,Kolkata,2025,6,22,155.60416666666666,Moderate
2025-06-23,21.037499999999998,23.733333333333334,351.25,9.362499999999999,7.191666666666666,77.125,Kolkata,2025,6,23,69.8619123931624,Satisfactory
2025-06-24,26.27916666666667,28.0125,351.625,12.049999999999999,8.391666666666667,80.04166666666667,Kolkata,2025,6,24,85.64102564102564,Satisfactory
2025-06-25,18.587500000000002,19.8625,295.3333333333333,10.0375,5.4750000000000005,73.0,Kolkata,2025,6,25,64.50756766381767,Satisfactory
2025-06-26,13.629166666666668,15.512500000000001,263.375,6.6000000000000005,4.916666666666667,77.54166666666667,Kolkata,2025,6,26,51.01985398860399,Satisfactory
